headline,abstract,timebegin,timeend,placename,tags,imageurl,storyurl
Hamza el Din,"One of the first African musicians to gain widespread international recognition, Hamza El Din is a Nubian master of the oud, or the fretless lute. Western listeners are as likely as not to have been exposed to his work via the Grateful Dead, who played with him on-stage occasionally. (El Din also helped arrange the Dead's tour of Egypt.) He played an integral role in modernizing Nubian music, using his work to both evoke and tell stories of Nubian life.",1929,"May 22, 2006","Toskha, Nubia, Egypt","World Fusion, Jazz, Desert Blues, African Traditions, Middle Eastern Traditions, Neo-Traditional, Traditional Middle Eastern Folk",http://image.allmusic.com/00/amg/pic200/drp200/p288/p28806cnleo.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0ifyxqw5ldje~T1
Kudsi Erguner,"Along with his brother, Suleyman, Kudsi Erguner is one of the top players of the ney, a Turkish reed flute. In addition to his own recordings, Erguner has performed with Peter Gabriel, Maurice Bejart, Peter Brook, Georges Aperghis, Didier Lockwood and Michel Portal. His compositions and collaborations have been heard in the films, The Last Temptation Of Christ and Meetings With Remarkable Men, theater piece and film, Mahabharata, and ballets, Le Voyage Nocturne and Neva. Erguner's band, The Kudsi Erguner Ensemble, was formed in 1988, as Fasi, with the goal of preserving the classical music of the sixteenth century Ottomon Empire.","February 4, 1952",,"Istanbul, Turkey","Turkish, Traditional Middle Eastern Folk, Middle Eastern Traditions, Ceremonial, Religious, Sacred Traditions",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:wifyxqw5ldje~T1
Mickey Hart,"Mickey Hart is a drummer, an ethnomusicologist, and an author. He joined the Grateful Dead as its second percussionist in 1967. In 1970, Hart left the Dead and cut the solo album Rolling Thunder in 1972, featuring various members of the Dead. Hart returned to the band in 1974. Hart's musical activities outside the Dead have been extensive. In 1976, the Dead's Round Records label released Diga by the Diga Rhythm Band, an early experiment in worldbeat fusion put together by Hart. His interaction with drummers from around the world sparked an abiding interest in the role of the drum in other cultures -- and a steadily expanding curiosity about non-Western musics. 1979 and 1980 saw the release of two albums of music from the film Apocalypse Now, much of it contributed by Hart. In 1983, Hart released albums under the heading the World. These began with a reissue of Diga Rhythm Band (an album by Babatunde Olatunji produced by Hart). Then came a series of albums of music Hart had recorded around the world. In 1989 Hart released Music to Be Born By, an album based on the heartbeat of his son in the womb, and 1990 saw the simultaneous release of Hart's first book, Drumming at the Edge of Magic, and an album, At the Edge. In 1991, another book and disc, both called Planet Drum, appeared. Both albums made the upper reaches of the new age and world music charts. Supralingua followed in 1998, and two years later Hart returned with Spirit into Sound. 2007 saw the release of Global Drum Project with Zakir Hussain, Sikiru Adepoju, and Giovanni Hidalgo on Shout! Factory.","September 11, 1943",,NY,"New Age,Ethnic Fusion,International, Worldbeat",http://image.allmusic.com/00/amg/pic200/drp100/p134/p13461o1obt.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:hifoxqw5ldje~T1
Zakir Hussain,"The tradition of Indian percussion has been revolutionalized by tabla player Zakir Hussain. The son of Ustad Allah Rakha, the long time collaborator of Ravi Shankar, Hussain has inherited his father's quest for bringing the music of India to the international stage. His recording credits include albums with George Harrison, Joe Henderson, Van Morrison, Jack Bruce, Tito Puente, Pharoah Saunders, Billy Cobham, the Hong Kong Symphony and the New Orleans Symphony. His work with Mickey Hart of The Grateful Dead have included performances and albums with the Diga Rhythm Band and Planet Drum. Hussain joined with British guitarist John McLaughlin and Indian violinist L. Shankar to form the east-meets-west supergroup, Shakti, in 1975. Although the group disbanded in 1978, they reunited to tour as Remember Shakti in 1998. Hussain has been equally successful as a bandleader. During the 1980s, he toured with Zakir Hussain's Rhythm Experience. His debut solo album, Making Music, released in 1987, was called ""one of the most inspired East-West fusion albums ever recorded"". In 1992, Hussain launched a record label, Monument Records, that focused on Indian music. A lengthy list of awards have been bestowed upon Hussain throughout his career. In 1988, he became the youngest percussionist to be awarded the title ""Padma Shri"" by the Indian government. Two years later, he recieved the Indo-Ameican award in tribute to his contributions to furthering relations between the United States and India. Planet Drum, an album co-produced with Hart in 1992, received a Grammy for ""best world music album"", a NARM Indie Best Seller award and won the Downbeat Critics Poll for ""Best world music album"". Still a youngster when he began to attract attention with his virtuosic playing, Hussain began his musical career at the age of seven and was touring by the age of twelve. In 1970, he made his American debut as accompanist for Ravi Shankar. Three years later, he became the leader of the Tal Vadya Rhythm Band. The group subsequently evolved into the Diga Rhythm Band. In 1976, the band collaborated on a self-titled album with Mickey Hart. Hussain has performed on the soundtracks of numerous films including Apocalypse Now!, In Custody and Little Buddha. At the 1983 Cannes Film Festival, he was nominated for an award as composer and music director of the film, Heat And Dust. ","March 9, 1951",,"Bombay, India","World Fusion, Jazz, Indian Classical, Indian Subcontinent Traditions, Raga, Indian",http://image.allmusic.com/00/amg/pic200/drp200/p283/p28355zgufi.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:anfpxqr5ld6e~T1
Pandit Jasraj,"Born in 1930 in Hissar (Haryana), Pandit Jasraj is one of the best-known classical vocalists. He belongs to the Mewati gharana, as did his father, Pandit Motiram. One of the joys of Jasraj's music is his depiction of the unusual. He has recorded extensively, especially since the late '80s, for a number of the leading companies specializing in Indian classical music including Chhanda Dhara, EMI India, Magnasound/OMI, Moment and Navras.",,,Sangeet Martand Jasraj,"Raga, Indian Subcontinent Traditions, Indian Classical, Indian",http://image.allmusic.com/00/amg/pic200/drp300/p363/p36395hxeec.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:0xfixqw5ldke
Jolly Boys,"The Jolly Boys are the foremost performers of mento, the ribald, witty first cousin of Jamaican reggae. Like reggae, mento is marked by a shuffling, syncopated guitar strum, an irreverent attitude, and a lazy, swaying danceability. Unlike reggae, mento has no sacramental roots, nor does it strain after profundity. Instead, mento makes a religion of sexual braggadocio, drinking, and good times. The Jolly Boys have been composing and performing mentos for decades; indeed, they used to perform for Errol Flynn when he stayed at his Jamaican villa. Their sound is derived from rhythmic bongo playing, along with solos by the banjo and kalimba (finger piano). Two representative discs are Pop 'n' Mento and Sunshine 'n' Water.",,,,"Caribbean Traditions, Jamaican, Mento",http://image.allmusic.com/00/amg/pic200/drp000/p016/p01647h86tg.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:jpfqxqu5ldde
Bhimsen Joshi,"Born in February 1922 in Gadag in the present-day Indian state of Karnataka, Bhimsen Joshi is one of the truly matchless male vocalists of Hindustani music: his performances are always a source of joy. From early in his life he was driven by music, a drive which led him to leave home quite young. After many adventures he settled down studying with Sawai Gandharva of the Kirana gharana and one of the foremost students of Abdul Karim Khan. Bhimsen Joshi has a rich and resonant voice which, while utterly classical in tone, has a warm, lived-in quality.",,,,"Indian Subcontinent Traditions, Indian, Indian Classical",http://image.allmusic.com/00/amg/pic200/drp300/p349/p34942wszoh.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3zfixqe5ld6e
Juluka,"Perhaps the least conventional group to emerge in South Africa in the 1970s was Juluka. The brainchild of English-born White anthropologist Johnny Clegg and traditional Zulu musician Sipho Mchunu, Juluka offered an electrifying dance music that combined the best of African and Western styles. Clegg scandalized the White establishment by appearing on the cover of Juluka's first album dressed in full Zulu costume next to Mchunu. Their music can be sampled on The Best of Juluka.",1979,1985,South Africa,"Worldbeat, Mbaqanga, Southern African, Pop/Rock, African Traditions",http://image.allmusic.com/00/amg/pic200/drp100/p154/p15447la872.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:ajfexqq5ld6e
Brij Bhushan Kabra,"The guitar is a recent foreign introduction to the world of Hindustani music. Its best known exponent player is Brijbhushan Kabra. During the 1960s he was involved in the making of two significant albums through which he came to a wide international audience. The more important of the two was Call of the Valley, a collaboration with santoor maestro Shivkumar Sharma and flautist Hariprasad Chaurasia. The second was Two Raga Moods on Guitar (World Pacific WPS 21452). Describing him on the sleeve of Call of the Valley in 1968, G.N. Joshi wrote, ""Brijbhushan Kabra hails from Jodhpur and took to guitar playing about ten years ago under the guidance of Ali Akbar Khan. His proficiency and skill in producing Indian classical music on a Western instrument have received acclaimation from critics and listeners alike."" It was the start of a long and illustrious career.",1937,,"Jodhpur, India","Raga, Indian Classical, Indian Subcontinent Traditions",,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:kzfoxql5ldfe
Kassav',"The zouk scene evolved from a studio project by Guadeloupian Pierre-Edouard Decimus, who had moved to Paris in the late '70s following an extremely successful career as co-leader of the legendary cadence band Les Vikings de la Guadeloupe. Enlisting the services of his brother Georges and Paris studio wizard Jacob Desvarieux, himself a Guadeloupian, Decimus began to forge a new sound that treated Antilles musical traditions to the state of the art recording technology available in Paris. By 1984 the three had settled on a stable lineup of musicians and singers (now representing both Guadeloupe and Martinique), had made their first live performance (in Guadeloupe), and had achieved their first massive radio success with ""Banzawa"" from a Desvarieux solo album. Parties in the Antilles are called ""zouks,"" and since Kassav's new records were the music of choice at the zouks, their music came to be called ""zouk music."" By 1985 nearly every Antilles musician was jumping on the zoukwagon and a whole new style of music was born.",,,,"Zouk, Caribbean Traditions",http://image.allmusic.com/00/amg/pic200/drp200/p226/p226544rhvi.jpg,http://www.allmusic.com/cg/amg.dll?p=amg&sql=11:3ifqxqw5ldke~T1
